"","Date","Team","Popularity","MonthNum","pred","Season","Lg","W","L","W.L.","Finish","SRS","Pace","Rel_Pace","ORtg","Rel_ORtg","DRtg","Rel_DRtg","Playoffs","Coaches","Top WS","IndPlayoffs","PO_diff","NP_diff","Bandwagon","ï..Market","Size","pred_by_pop","diff","Succ_Cat","DarkHorseDiff","FavoriteDiff","ContenderDiff","BWScore"
"23",2005-11-01,"AtlantaHawks",1,11,-0.518703700098917,"2004","NBA",13,69,0.159,5,-9.62,91.4,0.5,100.6,-5.5,111.1,5,"Did Not Make Playoffs","M. Woodson (13-69)","J. Childress (4.6)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,-0.0900253926138201,1.51870370009892,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"24",2005-12-01,"AtlantaHawks",1,12,-0.53411038635952,"2004","NBA",13,69,0.159,5,-9.62,91.4,0.5,100.6,-5.5,111.1,5,"Did Not Make Playoffs","M. Woodson (13-69)","J. Childress (4.6)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,-0.10214362560512,1.53411038635952,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"25",2006-01-01,"AtlantaHawks",1,1,1.05093934675789,"2005","NBA",26,56,0.317,5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,"Did Not Make Playoffs","M. Woodson (26-56)","J. Johnson (6.0)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.57155891966757,-0.0509393467578856,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"26",2006-02-01,"AtlantaHawks",1,2,1.0378441605204,"2005","NBA",26,56,0.317,5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,"Did Not Make Playoffs","M. Woodson (26-56)","J. Johnson (6.0)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.56868703267236,-0.0378441605203985,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"27",2006-03-01,"AtlantaHawks",1,3,0.879483774399142,"2005","NBA",26,56,0.317,5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,"Did Not Make Playoffs","M. Woodson (26-56)","J. Johnson (6.0)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.39110595836101,0.120516225600858,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"28",2006-04-01,"AtlantaHawks",1,4,1.19042382590728,"2005","NBA",26,56,0.317,5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,"Did Not Make Playoffs","M. Woodson (26-56)","J. Johnson (6.0)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.71652124566219,-0.190423825907284,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"29",2006-05-01,"AtlantaHawks",0,5,1.65372869081837,"2005","NBA",26,56,0.317,5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,"Did Not Make Playoffs","M. Woodson (26-56)","J. Johnson (6.0)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,2.20144941089986,-1.65372869081837,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"30",2006-06-01,"AtlantaHawks",0,6,1.06032697492959,"2005","NBA",26,56,0.317,5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,"Did Not Make Playoffs","M. Woodson (26-56)","J. Johnson (6.0)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.60382834838887,-1.06032697492959,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"31",2006-07-01,"AtlantaHawks",1,7,0.621135992288874,"2005","NBA",26,56,0.317,5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,"Did Not Make Playoffs","M. Woodson (26-56)","J. Johnson (6.0)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.12307458880233,0.378864007711126,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"32",2006-08-01,"AtlantaHawks",0,8,-0.145407588824515,"2005","NBA",26,56,0.317,5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,"Did Not Make Playoffs","M. Woodson (26-56)","J. Johnson (6.0)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,0.33227634273568,0.145407588824515,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"33",2006-09-01,"AtlantaHawks",0,9,-0.222175580716634,"2005","NBA",26,56,0.317,5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,"Did Not Make Playoffs","M. Woodson (26-56)","J. Johnson (6.0)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,0.251884928374218,0.222175580716634,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"34",2006-10-01,"AtlantaHawks",1,10,0.723833932755725,"2005","NBA",26,56,0.317,5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,"Did Not Make Playoffs","M. Woodson (26-56)","J. Johnson (6.0)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.23895689131068,0.276166067244275,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"35",2006-11-01,"AtlantaHawks",1,11,1.16057538363243,"2005","NBA",26,56,0.317,5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,"Did Not Make Playoffs","M. Woodson (26-56)","J. Johnson (6.0)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.6799387088221,-0.160575383632431,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"36",2006-12-01,"AtlantaHawks",1,12,1.12985890850909,"2005","NBA",26,56,0.317,5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,"Did Not Make Playoffs","M. Woodson (26-56)","J. Johnson (6.0)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.65577845814133,-0.129858908509088,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"37",2007-01-01,"AtlantaHawks",1,1,1.55478153439747,"2006","NBA",30,52,0.366,5,-4.86,90,-1.9,103,-3.5,108.3,1.8,"Did Not Make Playoffs","M. Woodson (30-52)","J. Childress (5.5)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,2.10371912531325,-0.554781534397471,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"38",2007-02-01,"AtlantaHawks",1,2,1.5396621711075,"2006","NBA",30,52,0.366,5,-4.86,90,-1.9,103,-3.5,108.3,1.8,"Did Not Make Playoffs","M. Woodson (30-52)","J. Childress (5.5)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,2.10040331887714,-0.539662171107502,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"39",2007-03-01,"AtlantaHawks",1,3,1.35682336568044,"2006","NBA",30,52,0.366,5,-4.86,90,-1.9,103,-3.5,108.3,1.8,"Did Not Make Playoffs","M. Woodson (30-52)","J. Childress (5.5)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.89537280405709,-0.356823365680436,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"40",2007-04-01,"AtlantaHawks",0,4,1.7158267059075,"2006","NBA",30,52,0.366,5,-4.86,90,-1.9,103,-3.5,108.3,1.8,"Did Not Make Playoffs","M. Woodson (30-52)","J. Childress (5.5)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,2.27108887709253,-1.7158267059075,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"41",2007-05-01,"AtlantaHawks",0,5,2.25074651839159,"2006","NBA",30,52,0.366,5,-4.86,90,-1.9,103,-3.5,108.3,1.8,"Did Not Make Playoffs","M. Woodson (30-52)","J. Childress (5.5)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,2.8309743927928,-2.25074651839159,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"42",2007-06-01,"AtlantaHawks",1,6,1.56562024704997,"2006","NBA",30,52,0.366,5,-4.86,90,-1.9,103,-3.5,108.3,1.8,"Did Not Make Playoffs","M. Woodson (30-52)","J. Childress (5.5)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,2.14097657298516,-0.565620247049972,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"43",2007-07-01,"AtlantaHawks",1,7,1.05854169926921,"2006","NBA",30,52,0.366,5,-4.86,90,-1.9,103,-3.5,108.3,1.8,"Did Not Make Playoffs","M. Woodson (30-52)","J. Childress (5.5)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.58591071806821,-0.0585416992692114,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"44",2007-08-01,"AtlantaHawks",0,8,0.173510309087822,"2006","NBA",30,52,0.366,5,-4.86,90,-1.9,103,-3.5,108.3,1.8,"Did Not Make Playoffs","M. Woodson (30-52)","J. Childress (5.5)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,0.672875519139526,-0.173510309087822,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"45",2007-09-01,"AtlantaHawks",0,9,0.0848759714458174,"2006","NBA",30,52,0.366,5,-4.86,90,-1.9,103,-3.5,108.3,1.8,"Did Not Make Playoffs","M. Woodson (30-52)","J. Childress (5.5)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,0.580057671643327,-0.0848759714458174,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"46",2007-10-01,"AtlantaHawks",1,10,1.17711408479245,"2006","NBA",30,52,0.366,5,-4.86,90,-1.9,103,-3.5,108.3,1.8,"Did Not Make Playoffs","M. Woodson (30-52)","J. Childress (5.5)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.71970542695798,-0.177114084792453,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"47",2007-11-01,"AtlantaHawks",1,11,1.68136446656177,"2006","NBA",30,52,0.366,5,-4.86,90,-1.9,103,-3.5,108.3,1.8,"Did Not Make Playoffs","M. Woodson (30-52)","J. Childress (5.5)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,2.22885162635602,-0.681364466561773,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"48",2007-12-01,"AtlantaHawks",1,12,1.64590001894302,"2006","NBA",30,52,0.366,5,-4.86,90,-1.9,103,-3.5,108.3,1.8,"Did Not Make Playoffs","M. Woodson (30-52)","J. Childress (5.5)","No Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,2.20095682588548,-0.645900018943024,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"49",2008-01-01,"AtlantaHawks",1,1,0.870371843155264,"2007","NBA",37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,"Lost 1st Round","M. Woodson (37-45)","J. Childress (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.20953833989085,0.129628156844736,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"50",2008-02-01,"AtlantaHawks",1,2,1.01658980756584,"2007","NBA",37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,"Lost 1st Round","M. Woodson (37-45)","J. Childress (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.36743405479645,-0.0165898075658364,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"51",2008-03-01,"AtlantaHawks",1,3,0.903718853013102,"2007","NBA",37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,"Lost 1st Round","M. Woodson (37-45)","J. Childress (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.23522857122607,0.0962811469868985,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"52",2008-04-01,"AtlantaHawks",1,4,1.97116193073699,"2007","NBA",37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,"Lost 1st Round","M. Woodson (37-45)","J. Childress (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,2.32406447797087,-0.97116193073699,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"53",2008-05-01,"AtlantaHawks",1,5,-0.119953162943502,"2007","NBA",37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,"Lost 1st Round","M. Woodson (37-45)","J. Childress (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,0.198663520411929,1.1199531629435,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"54",2008-06-01,"AtlantaHawks",0,6,-0.161305477348372,"2007","NBA",37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,"Lost 1st Round","M. Woodson (37-45)","J. Childress (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,0.148911957258622,0.161305477348372,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"55",2008-07-01,"AtlantaHawks",0,7,0.317365597357422,"2007","NBA",37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,"Lost 1st Round","M. Woodson (37-45)","J. Childress (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,0.655164391971063,-0.317365597357422,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"56",2008-08-01,"AtlantaHawks",0,8,-0.152297531414277,"2007","NBA",37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,"Lost 1st Round","M. Woodson (37-45)","J. Childress (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,0.165091515177339,0.152297531414277,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"57",2008-09-01,"AtlantaHawks",0,9,-0.209600344400397,"2007","NBA",37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,"Lost 1st Round","M. Woodson (37-45)","J. Childress (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,0.115575592279605,0.209600344400397,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"58",2008-10-01,"AtlantaHawks",1,10,0.242703478533535,"2007","NBA",37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,"Lost 1st Round","M. Woodson (37-45)","J. Childress (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,0.564463854512825,0.757296521466465,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"59",2008-11-01,"AtlantaHawks",1,11,0.74604523767013,"2007","NBA",37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,"Lost 1st Round","M. Woodson (37-45)","J. Childress (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.08232064496067,0.25395476232987,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"60",2008-12-01,"AtlantaHawks",1,12,0.955202920321143,"2007","NBA",37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,"Lost 1st Round","M. Woodson (37-45)","J. Childress (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,1.29689303672841,0.0447970796788568,"Dark Horse",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"61",2009-01-01,"AtlantaHawks",1,1,1.69400669595742,"2008","NBA",47,35,0.573,2,1.7,89.6,-2.1,109.3,1,107.6,-0.7,"Lost Conf. Semis","M. Woodson (47-35)","J. Johnson (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,2.38901711776762,-0.694006695957422,"Contender",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"62",2009-02-01,"AtlantaHawks",1,2,1.63736853256718,"2008","NBA",47,35,0.573,2,1.7,89.6,-2.1,109.3,1,107.6,-0.7,"Lost Conf. Semis","M. Woodson (47-35)","J. Johnson (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,2.32949709433873,-0.637368532567183,"Contender",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
"63",2009-03-01,"AtlantaHawks",1,3,1.68340405689182,"2008","NBA",47,35,0.573,2,1.7,89.6,-2.1,109.3,1,107.6,-0.7,"Lost Conf. Semis","M. Woodson (47-35)","J. Johnson (7.6)","Playoffs",-0.192154724191967,0.41818041612654,-0.610335140318506,"Atlanta",2341000,2.37917610164772,-0.683404056891817,"Contender",-0.174048541553276,0,-1.15162722049744,-0.977578678944159
